,Erro Velocidade angular,Erro Posicao x,Erro Posicao y,Tempo
217,0.0,0.0,0.0,2.17
218,0.0,0.0,0.0,2.18
219,0.0,0.0,0.0,2.19
220,0.0,0.0,0.0,2.2
221,0.0,0.0,0.0,2.21
222,0.0,0.0,0.0,2.22
223,0.0,0.0,0.0,2.23
224,0.0,0.0,0.0,2.24
225,0.0,0.0,0.0,2.25
226,0.0,0.0,0.0,2.26
227,0.0,0.0,0.0,2.27
228,0.0,0.0,0.0,2.28
229,0.0,0.0,0.0,2.29
230,0.0,0.0,0.0,2.3000000000000003
231,0.0,0.0,0.0,2.31
232,0.0,0.0,0.0,2.32
233,0.0,0.0,0.0,2.33
234,0.0,0.0,0.0,2.34
235,0.0,0.0,0.0,2.35
236,0.0,0.0,0.0,2.36
237,0.0,0.0,0.0,2.37
238,0.0,0.0,0.0,2.38
239,0.0,0.0,0.0,2.39
240,0.0,0.0,0.0,2.4
241,0.0,0.0,0.0,2.41
242,0.0,0.0,0.0,2.42
243,0.0,0.0,0.0,2.43
244,0.0,0.0,0.0,2.44
245,0.0,0.0,0.0,2.45
246,0.0,0.0,0.0,2.46
247,0.0,0.0,0.0,2.47
248,0.0,0.0,0.0,2.48
249,0.0,0.0,0.0,2.49
250,0.0,0.0,0.0,2.5
251,0.0,0.0,0.0,2.51
252,0.0,0.0,0.0,2.52
253,0.0,0.0,0.0,2.53
254,0.0,0.0,0.0,2.54
255,0.0,0.0,0.0,2.5500000000000003
256,0.0,0.0,0.0,2.56
257,0.0,0.0,0.0,2.57
258,0.0,0.0,0.0,2.58
259,0.0,0.0,0.0,2.59
260,0.0,0.0,0.0,2.6
261,0.0,0.0,0.0,2.61
262,0.0,0.0,0.0,2.62
263,0.0,0.0,0.0,2.63
264,0.0,0.0,0.0,2.64
265,0.0,0.0,0.0,2.65
266,0.0,0.0,0.0,2.66
267,0.0,0.0,0.0,2.67
268,0.0,0.0,0.0,2.68
269,0.0,0.0,0.0,2.69
270,0.0,0.0,0.0,2.7
271,0.0,0.0,0.0,2.71
272,0.0,0.0,0.0,2.72
273,0.0,0.0,0.0,2.73
274,0.0,0.0,0.0,2.74
275,0.0,0.0,0.0,2.75
276,0.0,0.0,0.0,2.76
277,0.0,0.0,0.0,2.77
278,0.0,0.0,0.0,2.78
279,0.0,0.0,0.0,2.79
280,0.0,0.0,0.0,2.8000000000000003
281,0.0,0.0,0.0,2.81
282,0.0,0.0,0.0,2.82
283,0.0,0.0,0.0,2.83
284,0.0,0.0,0.0,2.84
285,0.0,0.0,0.0,2.85
286,0.0,0.0,0.0,2.86
287,0.0,0.0,0.0,2.87
288,0.0,0.0,0.0,2.88
289,0.0,0.0,0.0,2.89
290,0.0,0.0,0.0,2.9
291,0.0,0.0,0.0,2.91
292,0.0,0.0,0.0,2.92
293,0.0,0.0,0.0,2.93
294,0.0,0.0,0.0,2.94
295,0.0,0.0,0.0,2.95
296,0.0,0.0,0.0,2.96
297,0.0,0.0,0.0,2.97
298,0.0,0.0,0.0,2.98
299,0.0,0.0,0.0,2.99
300,0.0,0.0,0.0,3.0
301,0.0,0.0,0.0,3.01
302,0.0,0.0,0.0,3.02
303,0.0,0.0,0.0,3.03
304,0.0,0.0,0.0,3.04
305,0.0,0.0,0.0,3.0500000000000003
306,0.0,0.0,0.0,3.06
307,0.0,0.0,0.0,3.0700000000000003
308,0.0,0.0,0.0,3.08
309,0.0,0.0,0.0,3.09
310,0.0,0.0,0.0,3.1
311,0.0,0.0,0.0,3.11
312,0.0,0.0,0.0,3.12
313,0.0,0.0,0.0,3.13
314,0.0,0.0,0.0,3.14
315,0.0,0.0,0.0,3.15
316,0.0,0.0,0.0,3.16
317,0.0,0.0,0.0,3.17
318,0.0,0.0,0.0,3.18
319,0.0,0.0,0.0,3.19
320,0.0,0.0,0.0,3.2
321,0.0,0.0,0.0,3.21
322,0.0,0.0,0.0,3.22
323,0.0,0.0,0.0,3.23
324,0.0,0.0,0.0,3.24
325,0.0,0.0,0.0,3.25
326,0.0,0.0,0.0,3.26
327,0.0,0.0,0.0,3.27
328,0.0,0.0,0.0,3.28
329,0.0,0.0,0.0,3.29
330,0.0,0.0,0.0,3.3000000000000003
331,0.0,0.0,0.0,3.31
332,0.0,0.0,0.0,3.3200000000000003
333,0.0,0.0,0.0,3.33
334,0.0,0.0,0.0,3.34
335,0.0,0.0,0.0,3.35
336,0.0,0.0,0.0,3.36
337,0.0,0.0,0.0,3.37
338,0.0,0.0,0.0,3.38
339,0.0,0.0,0.0,3.39
340,0.0,0.0,0.0,3.4
341,0.0,0.0,0.0,3.41
342,0.0,0.0,0.0,3.42
343,0.0,0.0,0.0,3.43
344,0.0,0.0,0.0,3.44
345,0.0,0.0,0.0,3.45
346,0.0,0.0,0.0,3.46
347,0.0,0.0,0.0,3.47
348,0.0,0.0,0.0,3.48
349,0.0,0.0,0.0,3.49
350,0.0,0.0,0.0,3.5
351,0.0,0.0,0.0,3.51
352,0.0,0.0,0.0,3.52
353,0.0,0.0,0.0,3.53
354,0.0,0.0,0.0,3.54
355,0.0,0.0,0.0,3.5500000000000003
356,0.0,0.0,0.0,3.56
357,0.0,0.0,0.0,3.5700000000000003
358,0.0,0.0,0.0,3.58
359,0.0,0.0,0.0,3.59
360,0.0,0.0,0.0,3.6
361,0.0,0.0,0.0,3.61
362,0.0,0.0,0.0,3.62
363,0.0,0.0,0.0,3.63
364,0.0,0.0,0.0,3.64
365,0.0,0.0,0.0,3.65
366,0.0,0.0,0.0,3.66
367,0.0,0.0,0.0,3.67
368,0.0,0.0,0.0,3.68
369,0.0,0.0,0.0,3.69
370,0.0,0.0,0.0,3.7
371,0.0,0.0,0.0,3.71
372,0.0,0.0,0.0,3.72
373,0.0,0.0,0.0,3.73
374,0.0,0.0,0.0,3.74
375,0.0,0.0,0.0,3.75
376,0.0,0.0,0.0,3.76
377,0.0,0.0,0.0,3.77
378,0.0,0.0,0.0,3.78
379,0.0,0.0,0.0,3.79
380,0.0,0.0,0.0,3.8
381,0.0,0.0,0.0,3.81
382,0.0,0.0,0.0,3.82
383,0.0,0.0,0.0,3.83
384,0.0,0.0,0.0,3.84
385,0.0,0.0,0.0,3.85
386,0.0,0.0,0.0,3.86
387,0.0,0.0,0.0,3.87
388,0.0,0.0,0.0,3.88
389,0.0,0.0,0.0,3.89
390,0.0,0.0,0.0,3.9
391,0.0,0.0,0.0,3.91
392,0.0,0.0,0.0,3.92
393,0.0,0.0,0.0,3.93
394,0.0,0.0,0.0,3.94
395,0.0,0.0,0.0,3.95
396,0.0,0.0,0.0,3.96
397,0.0,0.0,0.0,3.97
398,0.0,0.0,0.0,3.98
399,0.0,0.0,0.0,3.99
400,0.0,0.0,0.0,4.0
401,0.0,0.0,0.0,4.01
402,0.0,0.0,0.0,4.0200000000000005
403,0.0,0.0,0.0,4.03
404,0.0,0.0,0.0,4.04
405,0.0,0.0,0.0,4.05
406,0.0,0.0,0.0,4.0600000000000005
407,0.0,0.0,0.0,4.07
408,0.0,0.0,0.0,4.08
409,0.0,0.0,0.0,4.09
410,0.0,0.0,0.0,4.1
411,0.0,0.0,0.0,4.11
412,0.0,0.0,0.0,4.12
413,0.0,0.0,0.0,4.13
414,0.0,0.0,0.0,4.14
415,0.0,0.0,0.0,4.15
416,0.0,0.0,0.0,4.16
417,0.0,0.0,0.0,4.17
418,0.0,0.0,0.0,4.18
419,0.0,0.0,0.0,4.19
420,0.0,0.0,0.0,4.2
421,0.0,0.0,0.0,4.21
422,0.0,0.0,0.0,4.22
423,0.0,0.0,0.0,4.23
424,0.0,0.0,0.0,4.24
425,0.0,0.0,0.0,4.25
426,0.0,0.0,0.0,4.26
427,0.0,0.0,0.0,4.2700000000000005
428,0.0,0.0,0.0,4.28
429,0.0,0.0,0.0,4.29
430,0.0,0.0,0.0,4.3
431,0.0,0.0,0.0,4.3100000000000005
432,0.0,0.0,0.0,4.32
433,0.0,0.0,0.0,4.33
434,0.0,0.0,0.0,4.34
435,0.0,0.0,0.0,4.3500000000000005
436,0.0,0.0,0.0,4.36
437,0.0,0.0,0.0,4.37
438,0.0,0.0,0.0,4.38
439,0.0,0.0,0.0,4.39
440,0.0,0.0,0.0,4.4
441,0.0,0.0,0.0,4.41
442,0.0,0.0,0.0,4.42
443,0.0,0.0,0.0,4.43
444,0.0,0.0,0.0,4.44
445,0.0,0.0,0.0,4.45
446,0.0,0.0,0.0,4.46
447,0.0,0.0,0.0,4.47
448,0.0,0.0,0.0,4.48
449,0.0,0.0,0.0,4.49
450,0.0,0.0,0.0,4.5
451,0.0,0.0,0.0,4.51
452,0.0,0.0,0.0,4.5200000000000005
453,0.0,0.0,0.0,4.53
454,0.0,0.0,0.0,4.54
455,0.0,0.0,0.0,4.55
456,0.0,0.0,0.0,4.5600000000000005
457,0.0,0.0,0.0,4.57
458,0.0,0.0,0.0,4.58
459,0.0,0.0,0.0,4.59
460,0.0,0.0,0.0,4.6000000000000005
461,0.0,0.0,0.0,4.61
462,0.0,0.0,0.0,4.62
463,0.0,0.0,0.0,4.63
464,0.0,0.0,0.0,4.64
465,0.0,0.0,0.0,4.65
466,0.0,0.0,0.0,4.66
467,0.0,0.0,0.0,4.67
468,0.0,0.0,0.0,4.68
469,0.0,0.0,0.0,4.69
470,0.0,0.0,0.0,4.7
471,0.0,0.0,0.0,4.71
472,0.0,0.0,0.0,4.72
473,0.0,0.0,0.0,4.73
474,0.0,0.0,0.0,4.74
475,0.0,0.0,0.0,4.75
476,0.0,0.0,0.0,4.76
477,0.0,0.0,0.0,4.7700000000000005
478,0.0,0.0,0.0,4.78
479,0.0,0.0,0.0,4.79
480,0.0,0.0,0.0,4.8
481,0.0,0.0,0.0,4.8100000000000005
482,0.0,0.0,0.0,4.82
483,0.0,0.0,0.0,4.83
484,0.0,0.0,0.0,4.84
485,0.0,0.0,0.0,4.8500000000000005
486,0.0,0.0,0.0,4.86
487,0.0,0.0,0.0,4.87
488,0.0,0.0,0.0,4.88
489,0.0,0.0,0.0,4.89
490,0.0,0.0,0.0,4.9
491,0.0,0.0,0.0,4.91
492,0.0,0.0,0.0,4.92
493,0.0,0.0,0.0,4.93
494,0.0,0.0,0.0,4.94
495,0.0,0.0,0.0,4.95
496,0.0,0.0,0.0,4.96
497,0.0,0.0,0.0,4.97
498,0.0,0.0,0.0,4.98
499,0.0,0.0,0.0,4.99
500,0.0,0.0,0.0,5.0
501,0.0,0.0,0.0,5.01
502,0.0,0.0,0.0,5.0200000000000005
503,0.0,0.0,0.0,5.03
504,0.0,0.0,0.0,5.04
505,0.0,0.0,0.0,5.05
506,0.0,0.0,0.0,5.0600000000000005
507,0.0,0.0,0.0,5.07
508,0.0,0.0,0.0,5.08
509,0.0,0.0,0.0,5.09
510,0.0,0.0,0.0,5.1000000000000005
511,0.0,0.0,0.0,5.11
512,0.0,0.0,0.0,5.12
513,0.0,0.0,0.0,5.13
514,0.0,0.0,0.0,5.14
515,0.0,0.0,0.0,5.15
516,0.0,0.0,0.0,5.16
517,0.0,0.0,0.0,5.17
518,0.0,0.0,0.0,5.18
519,0.0,0.0,0.0,5.19
520,0.0,0.0,0.0,5.2
521,0.0,0.0,0.0,5.21
522,0.0,0.0,0.0,5.22
523,0.0,0.0,0.0,5.23
524,0.0,0.0,0.0,5.24
525,0.0,0.0,0.0,5.25
526,0.0,0.0,0.0,5.26
527,0.0,0.0,0.0,5.2700000000000005
528,0.0,0.0,0.0,5.28
529,0.0,0.0,0.0,5.29
530,0.0,0.0,0.0,5.3
531,0.0,0.0,0.0,5.3100000000000005
532,0.0,0.0,0.0,5.32
533,0.0,0.0,0.0,5.33
534,0.0,0.0,0.0,5.34
535,0.0,0.0,0.0,5.3500000000000005
536,0.0,0.0,0.0,5.36
537,0.0,0.0,0.0,5.37
538,0.0,0.0,0.0,5.38
539,0.0,0.0,0.0,5.39
540,0.0,0.0,0.0,5.4
541,0.0,0.0,0.0,5.41
542,0.0,0.0,0.0,5.42
543,0.0,0.0,0.0,5.43
544,0.0,0.0,0.0,5.44
545,0.0,0.0,0.0,5.45
546,0.0,0.0,0.0,5.46
547,0.0,0.0,0.0,5.47
548,0.0,0.0,0.0,5.48
549,0.0,0.0,0.0,5.49
550,0.0,0.0,0.0,5.5
551,0.0,0.0,0.0,5.51
552,0.0,0.0,0.0,5.5200000000000005
553,0.0,0.0,0.0,5.53
554,0.0,0.0,0.0,5.54
555,0.0,0.0,0.0,5.55
556,0.0,0.0,0.0,5.5600000000000005
557,0.0,0.0,0.0,5.57
558,0.0,0.0,0.0,5.58
559,0.0,0.0,0.0,5.59
560,0.0,0.0,0.0,5.6000000000000005
561,0.0,0.0,0.0,5.61
562,0.0,0.0,0.0,5.62
563,0.0,0.0,0.0,5.63
564,0.0,0.0,0.0,5.64
565,0.0,0.0,0.0,5.65
566,0.0,0.0,0.0,5.66
567,0.0,0.0,0.0,5.67
568,0.0,0.0,0.0,5.68
569,0.0,0.0,0.0,5.69
570,0.0,0.0,0.0,5.7
571,0.0,0.0,0.0,5.71
572,0.0,0.0,0.0,5.72
573,0.0,0.0,0.0,5.73
574,0.0,0.0,0.0,5.74
575,0.0,0.0,0.0,5.75
576,0.0,0.0,0.0,5.76
577,0.0,0.0,0.0,5.7700000000000005
578,0.0,0.0,0.0,5.78
579,0.0,0.0,0.0,5.79
580,0.0,0.0,0.0,5.8
581,0.0,0.0,0.0,5.8100000000000005
582,0.0,0.0,0.0,5.82
583,0.0,0.0,0.0,5.83
584,0.0,0.0,0.0,5.84
585,0.0,0.0,0.0,5.8500000000000005
586,0.0,0.0,0.0,5.86
587,0.0,0.0,0.0,5.87
588,0.0,0.0,0.0,5.88
589,0.0,0.0,0.0,5.89
590,0.0,0.0,0.0,5.9
591,0.0,0.0,0.0,5.91
592,0.0,0.0,0.0,5.92
593,0.0,0.0,0.0,5.93
594,0.0,0.0,0.0,5.94
595,0.0,0.0,0.0,5.95
596,0.0,0.0,0.0,5.96
597,0.0,0.0,0.0,5.97
598,0.0,0.0,0.0,5.98
599,0.0,0.0,0.0,5.99
600,0.0,0.0,0.0,6.0
601,0.0,0.0,0.0,6.01
602,0.0,0.0,0.0,6.0200000000000005
603,0.0,0.0,0.0,6.03
604,0.0,0.0,0.0,6.04
605,0.0,0.0,0.0,6.05
606,0.0,0.0,0.0,6.0600000000000005
607,0.0,0.0,0.0,6.07
608,0.0,0.0,0.0,6.08
609,0.0,0.0,0.0,6.09
610,0.0,0.0,0.0,6.1000000000000005
611,0.0,0.0,0.0,6.11
612,0.0,0.0,0.0,6.12
613,0.0,0.0,0.0,6.13
614,0.0,0.0,0.0,6.1400000000000015
615,0.0,0.0,0.0,6.15
616,0.0,0.0,0.0,6.16
617,0.0,0.0,0.0,6.17
618,0.0,0.0,0.0,6.18
619,0.0,0.0,0.0,6.19
620,0.0,0.0,0.0,6.2
621,0.0,0.0,0.0,6.21
622,0.0,0.0,0.0,6.22
623,0.0,0.0,0.0,6.23
624,0.0,0.0,0.0,6.24
625,0.0,0.0,0.0,6.25
626,0.0,0.0,0.0,6.26
627,0.0,0.0,0.0,6.2700000000000005
628,0.0,0.0,0.0,6.28
629,0.0,0.0,0.0,6.29
630,0.0,0.0,0.0,6.3
631,0.0,0.0,0.0,6.3100000000000005
632,0.0,0.0,0.0,6.32
633,0.0,0.0,0.0,6.33
634,0.0,0.0,0.0,6.34
635,0.0,0.0,0.0,6.3500000000000005
636,0.0,0.0,0.0,6.36
637,0.0,0.0,0.0,6.37
638,0.0,0.0,0.0,6.38
639,0.0,0.0,0.0,6.3900000000000015
640,0.0,0.0,0.0,6.4
641,0.0,0.0,0.0,6.41
642,0.0,0.0,0.0,6.42
643,0.0,0.0,0.0,6.43
644,0.0,0.0,0.0,6.44
645,0.0,0.0,0.0,6.45
646,0.0,0.0,0.0,6.46
647,0.0,0.0,0.0,6.47
648,0.0,0.0,0.0,6.48
649,0.0,0.0,0.0,6.49
650,0.0,0.0,0.0,6.5
651,0.0,0.0,0.0,6.51
652,0.0,0.0,0.0,6.5200000000000005
653,0.0,0.0,0.0,6.53
654,0.0,0.0,0.0,6.54
655,0.0,0.0,0.0,6.55
656,0.0,0.0,0.0,6.5600000000000005
657,0.0,0.0,0.0,6.57
658,0.0,0.0,0.0,6.58
659,0.0,0.0,0.0,6.59
660,0.0,0.0,0.0,6.6000000000000005
661,0.0,0.0,0.0,6.61
662,0.0,0.0,0.0,6.62
663,0.0,0.0,0.0,6.63
664,0.0,0.0,0.0,6.6400000000000015
665,0.0,0.0,0.0,6.65
666,0.0,0.0,0.0,6.66
667,0.0,0.0,0.0,6.67
668,0.0,0.0,0.0,6.68
669,0.0,0.0,0.0,6.69
670,0.0,0.0,0.0,6.7
671,0.0,0.0,0.0,6.71
672,0.0,0.0,0.0,6.72
673,0.0,0.0,0.0,6.73
674,0.0,0.0,0.0,6.74
675,0.0,0.0,0.0,6.75
676,0.0,0.0,0.0,6.76
677,0.0,0.0,0.0,6.7700000000000005
678,0.0,0.0,0.0,6.78
679,0.0,0.0,0.0,6.79
680,0.0,0.0,0.0,6.8
681,0.0,0.0,0.0,6.8100000000000005
682,0.0,0.0,0.0,6.82
683,0.0,0.0,0.0,6.83
684,0.0,0.0,0.0,6.84
685,0.0,0.0,0.0,6.8500000000000005
686,0.0,0.0,0.0,6.86
687,0.0,0.0,0.0,6.87
688,0.0,0.0,0.0,6.88
689,0.0,0.0,0.0,6.8900000000000015
690,0.0,0.0,0.0,6.9
691,0.0,0.0,0.0,6.91
692,0.0,0.0,0.0,6.92
693,0.0,0.0,0.0,6.93
694,0.0,0.0,0.0,6.94
695,0.0,0.0,0.0,6.95
696,0.0,0.0,0.0,6.96
697,0.0,0.0,0.0,6.97
698,0.0,0.0,0.0,6.98
699,0.0,0.0,0.0,6.99
700,0.0,0.0,0.0,7.0
701,0.0,0.0,0.0,7.01
702,0.0,0.0,0.0,7.0200000000000005
703,0.0,0.0,0.0,7.03
704,0.0,0.0,0.0,7.04
705,0.0,0.0,0.0,7.05
706,0.0,0.0,0.0,7.0600000000000005
707,0.0,0.0,0.0,7.07
708,0.0,0.0,0.0,7.08
709,0.0,0.0,0.0,7.09
710,0.0,0.0,0.0,7.1000000000000005
711,0.0,0.0,0.0,7.11
712,0.0,0.0,0.0,7.12
713,0.0,0.0,0.0,7.13
714,0.0,0.0,0.0,7.1400000000000015
715,0.0,0.0,0.0,7.15
716,0.0,0.0,0.0,7.16
717,0.0,0.0,0.0,7.17
718,0.0,0.0,0.0,7.18
719,0.0,0.0,0.0,7.19
720,0.0,0.0,0.0,7.2
721,0.0,0.0,0.0,7.21
722,0.0,0.0,0.0,7.22
723,0.0,0.0,0.0,7.23
724,0.0,0.0,0.0,7.24
725,0.0,0.0,0.0,7.25
726,0.0,0.0,0.0,7.26
727,0.0,0.0,0.0,7.27
728,0.0,0.0,0.0,7.28
729,0.0,0.0,0.0,7.29
730,0.0,0.0,0.0,7.3
731,0.0,0.0,0.0,7.31
732,0.0,0.0,0.0,7.32
733,0.0,0.0,0.0,7.33
734,0.0,0.0,0.0,7.34
735,0.0,0.0,0.0,7.35
736,0.0,0.0,0.0,7.36
737,0.0,0.0,0.0,7.37
738,0.0,0.0,0.0,7.38
739,0.0,0.0,0.0,7.3900000000000015
740,0.0,0.0,0.0,7.4
741,0.0,0.0,0.0,7.41
742,0.0,0.0,0.0,7.42
743,0.0,0.0,0.0,7.43
744,0.0,0.0,0.0,7.44
745,0.0,0.0,0.0,7.45
746,0.0,0.0,0.0,7.46
747,0.0,0.0,0.0,7.47
748,0.0,0.0,0.0,7.48
749,0.0,0.0,0.0,7.49
750,0.0,0.0,0.0,7.5
751,0.0,0.0,0.0,7.51
752,0.0,0.0,0.0,7.52
753,0.0,0.0,0.0,7.53
754,0.0,0.0,0.0,7.54
755,0.0,0.0,0.0,7.55
756,0.0,0.0,0.0,7.56
